,1,index,x,norm
140,14,140,9.733250980392155,283.4008097165992
141,14,141,9.802527058823527,283.4008097165992
142,14,142,9.8718031372549,283.4008097165992
143,9,143,9.941079215686273,182.18623481781376
144,7,144,10.010355294117645,141.7004048582996
145,7,145,10.079631372549018,141.7004048582996
146,12,146,10.14890745098039,242.91497975708504
147,12,147,10.218183529411762,242.91497975708504
148,13,148,10.287459607843136,263.1578947368421
149,11,149,10.356735686274508,222.67206477732793
150,14,150,10.42601176470588,283.4008097165992
151,12,151,10.495287843137254,242.91497975708504
152,9,152,10.564563921568626,182.18623481781376
153,9,153,10.633839999999998,182.18623481781376
154,11,154,10.703116078431371,222.67206477732793
155,14,155,10.772392156862743,283.4008097165992
156,12,156,10.841668235294115,242.91497975708504
157,6,157,10.910944313725489,121.45748987854252
158,9,158,10.98022039215686,182.18623481781376
159,4,159,11.049496470588233,80.97165991902834
160,11,160,11.118772549019605,222.67206477732793
161,15,161,11.188048627450979,303.6437246963563
162,13,162,11.25732470588235,263.1578947368421
163,10,163,11.326600784313722,202.42914979757086
164,8,164,11.395876862745096,161.94331983805668
165,11,165,11.465152941176468,222.67206477732793
166,6,166,11.53442901960784,121.45748987854252
167,13,167,11.603705098039214,263.1578947368421
168,5,168,11.672981176470586,101.21457489878543
169,8,169,11.742257254901958,161.94331983805668
170,10,170,11.811533333333331,202.42914979757086
171,12,171,11.880809411764703,242.91497975708504
172,9,172,11.950085490196075,182.18623481781376
173,10,173,12.019361568627449,202.42914979757086
174,9,174,12.088637647058821,182.18623481781376
175,3,175,12.157913725490193,60.72874493927126
176,8,176,12.227189803921567,161.94331983805668
177,6,177,12.296465882352939,121.45748987854252
178,8,178,12.36574196078431,161.94331983805668
179,11,179,12.435018039215684,222.67206477732793
180,8,180,12.504294117647056,161.94331983805668
181,4,181,12.573570196078428,80.97165991902834
182,11,182,12.642846274509802,222.67206477732793
183,9,183,12.712122352941174,182.18623481781376
184,7,184,12.781398431372546,141.7004048582996
185,6,185,12.85067450980392,121.45748987854252
186,7,186,12.919950588235292,141.7004048582996
187,4,187,12.989226666666664,80.97165991902834
188,3,188,13.058502745098037,60.72874493927126
189,6,189,13.12777882352941,121.45748987854252
190,12,190,13.197054901960781,242.91497975708504
191,3,191,13.266330980392155,60.72874493927126
192,6,192,13.335607058823527,121.45748987854252
193,7,193,13.404883137254899,141.7004048582996
194,6,194,13.474159215686273,121.45748987854252
195,7,195,13.543435294117645,141.7004048582996
196,2,196,13.612711372549017,40.48582995951417
197,1,197,13.68198745098039,20.242914979757085
198,7,198,13.751263529411762,141.7004048582996
199,4,199,13.820539607843134,80.97165991902834
200,2,200,13.889815686274508,40.48582995951417
201,10,201,13.95909176470588,202.42914979757086
202,1,202,14.028367843137252,20.242914979757085
203,9,203,14.097643921568626,182.18623481781376
204,3,204,14.166919999999998,60.72874493927126
205,4,205,14.23619607843137,80.97165991902834
206,5,206,14.305472156862743,101.21457489878543
207,6,207,14.374748235294115,121.45748987854252
208,9,208,14.444024313725487,182.18623481781376
209,8,209,14.51330039215686,161.94331983805668
210,1,210,14.582576470588233,20.242914979757085
211,9,211,14.651852549019605,182.18623481781376
212,5,212,14.721128627450978,101.21457489878543
213,8,213,14.79040470588235,161.94331983805668
214,3,214,14.859680784313722,60.72874493927126
215,0,215,14.928956862745096,0.0
216,7,216,14.998232941176468,141.7004048582996
217,3,217,15.06750901960784,60.72874493927126
218,4,218,15.136785098039214,80.97165991902834
219,5,219,15.206061176470586,101.21457489878543
220,5,220,15.275337254901958,101.21457489878543
221,5,221,15.344613333333331,101.21457489878543
222,4,222,15.413889411764703,80.97165991902834
223,4,223,15.483165490196075,80.97165991902834
224,5,224,15.552441568627449,101.21457489878543
225,9,225,15.621717647058821,182.18623481781376
226,9,226,15.690993725490193,182.18623481781376
227,5,227,15.760269803921565,101.21457489878543
228,7,228,15.829545882352939,141.7004048582996
229,2,229,15.89882196078431,40.48582995951417
230,4,230,15.968098039215683,80.97165991902834
231,4,231,16.037374117647058,80.97165991902834
232,3,232,16.10665019607843,60.72874493927126
233,6,233,16.175926274509802,121.45748987854252
234,1,234,16.245202352941174,20.242914979757085
235,2,235,16.31447843137255,40.48582995951417
236,7,236,16.38375450980392,141.7004048582996
237,5,237,16.453030588235293,101.21457489878543
238,3,238,16.522306666666665,60.72874493927126
239,3,239,16.591582745098037,60.72874493927126
240,10,240,16.66085882352941,202.42914979757086
241,4,241,16.730134901960785,80.97165991902834
242,2,242,16.799410980392157,40.48582995951417
243,4,243,16.86868705882353,80.97165991902834
244,6,244,16.9379631372549,121.45748987854252
245,6,245,17.007239215686273,121.45748987854252
246,1,246,17.076515294117645,20.242914979757085
247,4,247,17.14579137254902,80.97165991902834
248,2,248,17.215067450980392,40.48582995951417
249,1,249,17.284343529411764,20.242914979757085
250,5,250,17.353619607843136,101.21457489878543
251,6,251,17.422895686274508,121.45748987854252
252,4,252,17.49217176470588,80.97165991902834
253,2,253,17.561447843137255,40.48582995951417
254,2,254,17.630723921568627,40.48582995951417
255,383,255,17.7,7753.036437246964
