  LAT(N)   LON(E)   DEPTH   STEP  DOSE RATE  TOTAL DOSE
 45.1443   4.5296  212.620  426  5.1755E+00  2.4124E+01
 45.2391   4.7055  212.827  427  5.1915E+00  2.4210E+01
 45.2854   4.7917  212.852  428  5.2016E+00  2.4297E+01
 45.3384   4.8905  212.566  429  5.2228E+00  2.4384E+01
 45.4428   5.0867  212.685  430  5.2437E+00  2.4471E+01
 45.5387   5.2699  213.240  431  5.2491E+00  2.4559E+01
 45.8324   6.0385  213.916  435  5.2953E+00  2.5347E+01
 45.8747   6.1563  214.009  436  5.3029E+00  2.5435E+01
 45.9589   6.3925  214.197  437  5.3183E+00  2.5524E+01
 46.0009   6.5109  214.291  438  5.3258E+00  2.5612E+01
 46.0351   6.6081  214.198  439  5.3369E+00  2.5701E+01
 46.1033   6.8026  214.176  440  5.3539E+00  2.5791E+01
 46.1711   6.9969  214.076  441  5.3732E+00  2.5880E+01
 46.2389   7.1931  214.326  442  5.3815E+00  2.5970E+01
 46.3063   7.3902  214.787  443  5.3828E+00  2.6060E+01
 46.3730   7.5864  214.897  444  5.3951E+00  2.6149E+01
 46.4397   7.7835  214.688  445  5.4176E+00  2.6240E+01
 46.5055   7.9802  214.495  446  5.4405E+00  2.6330E+01
 46.5709   8.1775  215.009  447  5.4404E+00  2.6421E+01
 46.6368   8.3773  215.251  448  5.4489E+00  2.6512E+01
 46.6699   8.4776  215.064  449  5.4630E+00  2.6603E+01
 46.7020   8.5758  215.452  450  5.4582E+00  2.6694E+01
 46.7672   8.7762  215.633  451  5.4679E+00  2.6785E+01
 46.8328   8.9796  215.929  452  5.4737E+00  2.6876E+01
 46.8989   9.1864  216.314  453  5.4762E+00  2.6968E+01
 46.9671   9.4009  216.360  454  5.4901E+00  2.7059E+01
 47.0329   9.6098  216.550  455  5.4995E+00  2.7151E+01
 47.1020   9.8060  216.452  456  5.5203E+00  2.7243E+01
 47.1892   9.9845  216.478  457  5.5424E+00  2.7335E+01
 47.2874  10.1487  216.987  458  5.5525E+00  2.7428E+01
 47.3852  10.3127  217.183  459  5.5725E+00  2.7521E+01
 47.4340  10.3947  217.019  460  5.5912E+00  2.7614E+01
 47.4829  10.4770  217.093  461  5.6019E+00  2.7707E+01
 47.5799  10.6415  217.158  462  5.6261E+00  2.7801E+01
 47.6761  10.8053  217.396  463  5.6439E+00  2.7895E+01
 47.7784  10.9802  217.605  464  5.6639E+00  2.7989E+01
 47.8796  11.1551  217.469  465  5.6950E+00  2.8084E+01
 47.9739  11.3192  217.617  466  5.7143E+00  2.8179E+01
 48.0686  11.4845  218.038  467  5.7253E+00  2.8275E+01
 48.1632  11.6513  218.428  468  5.7378E+00  2.8371E+01
 48.2578  11.8189  218.602  469  5.7604E+00  2.8467E+01
 48.3523  11.9871  218.651  470  5.7877E+00  2.8563E+01
 48.3995  12.0715  218.741  471  5.7997E+00  2.8660E+01
 48.4463  12.1557  221.786  472  5.7078E+00  2.8755E+01
 48.5389  12.3229  236.715  473  5.2356E+00  2.8842E+01
 48.6303  12.4891  261.790  474  4.5035E+00  2.8917E+01
 48.7206  12.6542  288.710  475  3.8168E+00  2.8981E+01
 48.8076  12.8141  316.152  476  3.2122E+00  2.9034E+01
 48.8996  12.9613  339.755  477  2.7639E+00  2.9080E+01
 49.0002  13.0980  356.214  478  2.4886E+00  2.9122E+01
 49.1011  13.2318  366.117  479  2.3394E+00  2.9161E+01
 49.2010  13.3651  388.672  480  2.0174E+00  2.9194E+01
 49.2510  13.4322  408.433  481  1.7675E+00  2.9224E+01
 49.2510  13.4322  408.433  482  1.7675E+00  2.9253E+01
 49.3862  13.6143  472.362  483  1.1438E+00  2.9272E+01
 49.5211  13.7975  544.167  484  6.9169E-01  2.9284E+01
 49.5211  13.7975  544.167  485  6.9169E-01  2.9295E+01
 49.5211  13.7975  544.167  486  6.9169E-01  2.9307E+01
 49.5211  13.7975  544.167  487  6.9169E-01  2.9319E+01
 49.5211  13.7975  544.167  488  6.9169E-01  2.9330E+01
 49.5211  13.7975  544.167  489  6.9169E-01  2.9342E+01
 49.5211  13.7975  544.167  490  6.9169E-01  2.9353E+01
 49.5211  13.7975  544.167  491  6.9169E-01  2.9365E+01
 49.5211  13.7975  544.167  492  6.9169E-01  2.9376E+01
 49.5211  13.7975  544.167  493  6.9169E-01  2.9388E+01
 49.5211  13.7975  544.167  494  6.9169E-01  2.9399E+01
 49.5211  13.7975  544.167  495  6.9169E-01  2.9411E+01
 49.5211  13.7975  544.167  496  6.9169E-01  2.9422E+01
 49.5211  13.7975  544.167  497  6.9169E-01  2.9434E+01
 49.5211  13.7975  544.167  498  6.9169E-01  2.9445E+01
 49.5211  13.7975  544.167  499  6.9169E-01  2.9457E+01
 49.5211  13.7975  544.167  500  6.9169E-01  2.9468E+01
 49.5211  13.7975  544.167  501  6.9169E-01  2.9480E+01
 49.5211  13.7975  544.167  502  6.9169E-01  2.9491E+01
 49.5211  13.7975  544.167  503  6.9169E-01  2.9503E+01
 49.5211  13.7975  544.167  504  6.9169E-01  2.9514E+01
 49.5211  13.7975  544.167  505  6.9169E-01  2.9526E+01
 49.5211  13.7975  544.167  506  6.9169E-01  2.9538E+01
 49.5211  13.7975  544.167  507  6.9169E-01  2.9549E+01
 49.5211  13.7975  544.167  508  6.9169E-01  2.9561E+01
 49.5211  13.7975  544.167  509  6.9169E-01  2.9572E+01
 49.5211  13.7975  544.167  510  6.9169E-01  2.9584E+01
 49.5211  13.7975  544.167  511  6.9169E-01  2.9595E+01
 49.5211  13.7975  544.167  512  6.9169E-01  2.9607E+01
 49.5211  13.7975  544.167  513  6.9169E-01  2.9618E+01
 49.5211  13.7975  544.167  514  6.9169E-01  2.9630E+01
 49.5211  13.7975  544.167  515  6.9169E-01  2.9641E+01
 49.5211  13.7975  544.167  516  6.9169E-01  2.9653E+01
 49.5211  13.7975  544.167  517  6.9169E-01  2.9664E+01
 49.5211  13.7975  544.167  518  6.9169E-01  2.9676E+01
 49.5211  13.7975  544.167  519  6.9169E-01  2.9687E+01
 49.5211  13.7975  544.167  520  6.9169E-01  2.9699E+01
 49.5211  13.7975  544.167  521  6.9169E-01  2.9710E+01
 49.5211  13.7975  544.167  522  6.9169E-01  2.9722E+01
 49.5211  13.7975  544.167  523  6.9169E-01  2.9734E+01
 49.5211  13.7975  544.167  524  6.9169E-01  2.9745E+01
 49.5211  13.7975  544.167  525  6.9169E-01  2.9757E+01
 49.5211  13.7975  544.167  526  6.9169E-01  2.9768E+01
 49.5211  13.7975  544.167  527  6.9169E-01  2.9780E+01
 49.5211  13.7975  544.167  528  6.9169E-01  2.9791E+01
 49.5211  13.7975  544.167  529  6.9169E-01  2.9803E+01
 49.5211  13.7975  544.167  530  6.9169E-01  2.9814E+01
 49.5211  13.7975  544.167  531  6.9169E-01  2.9826E+01
 49.5211  13.7975  544.167  532  6.9169E-01  2.9837E+01
 49.5211  13.7975  544.167  533  6.9169E-01  2.9849E+01
 49.5211  13.7975  544.167  534  6.9169E-01  2.9860E+01
 49.5211  13.7975  544.167  535  6.9169E-01  2.9872E+01
 49.5211  13.7975  544.167  536  6.9169E-01  2.9883E+01
 49.5211  13.7975  544.167  537  6.9169E-01  2.9895E+01
 49.5211  13.7975  544.167  538  6.9169E-01  2.9906E+01
 49.5211  13.7975  544.167  539  6.9169E-01  2.9918E+01
 49.5211  13.7975  544.167  540  6.9169E-01  2.9930E+01
 49.5211  13.7975  544.167  541  6.9169E-01  2.9941E+01
 49.5211  13.7975  544.167  542  6.9169E-01  2.9953E+01
 49.5211  13.7975  544.167  543  6.9169E-01  2.9964E+01
 49.5211  13.7975  544.167  544  6.9169E-01  2.9976E+01
 GCR MODEL   4  TRANSPORT AND CUTOFFS: 0   SUPERPOSITION:   0
 DATE: 2019/11/00 HOUR:            0
 2.9976E+01 TOTAL          microSv, ICRP Pub. 103 EFFECTIVE DOSE 
