8,721376.0
9,53079.0
10,727.0
11,172.0
12,129.0
13,97.0
14,118.0
15,94.0
16,52.0
17,37.0
18,30.0
19,28.0
20,23.0
21,17.0
22,16.0
23,11.0
24,9.0
25,5.0
26,5.0
27,2.0
28,4.0
29,3.0
30,3.0
31,2.0
32,0.0
33,1.0
34,1.0
35,1.0
36,2.0
37,1.0
38,0.0
39,1.0
40,0.0
41,1.0
42,3.0
43,4.0
44,0.0
45,0.0
46,1.0
47,1.0
48,0.0
49,1.0
50,0.0
51,3.0
52,1.0
53,1.0
54,0.0
55,2.0
56,1.0
57,0.0
58,1.0
59,2.0
60,2.0
61,2.0
62,3.0
63,0.0
64,4.0
65,2.0
66,1.0
67,1.0
68,1.0
69,0.0
70,3.0
71,2.0
72,0.0
73,1.0
74,1.0
75,0.0
76,0.0
77,1.0
78,3.0
79,2.0
80,1.0
81,0.0
82,2.0
83,0.0
84,2.0
85,0.0
86,1.0
87,1.0
88,2.0
89,1.0
90,2.0
91,0.0
92,0.0
93,1.0
94,2.0
95,2.0
96,4.0
97,3.0
98,2.0
99,0.0
100,1.0
101,1.0
102,1.0
103,0.0
104,1.0
105,1.0
106,2.0
107,1.0
108,2.0
109,2.0
110,3.0
111,2.0
112,2.0
113,2.0
114,2.0
115,0.0
116,4.0
117,3.0
118,2.0
119,2.0
120,3.0
121,2.0
122,1.0
123,1.0
124,3.0
125,3.0
126,3.0
127,2.0
128,2.0
129,2.0
130,2.0
131,3.0
132,2.0
133,5.0
134,1.0
135,8.0
136,2.0
137,4.0
138,1.0
139,4.0
140,3.0
141,4.0
142,7.0
143,3.0
144,0.0
145,1.0
146,2.0
147,5.0
148,5.0
149,2.0
150,6.0
151,9.0
152,7.0
153,11.0
154,13.0
155,17.0
156,20.0
157,40.0
158,59.0
159,83.0
160,108.0
161,185.0
162,323.0
163,525.0
164,784.0
165,581.0
166,219.0
167,25.0
168,4.0
169,3.0
170,7.0
171,5.0
172,13.0
173,19.0
174,34.0
175,33.0
176,13.0
177,8.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
